rank	word	occurrences	heuristic_group
38281	Аңлашмаҫлыҡ	1	initial_upper
38282	Аҫаутамаҡ	1	initial_upper
38283	Аҫтабан	1	initial_upper
38284	Аҫтаныраҡ	1	initial_upper
38285	Аҫылғошом	1	initial_upper
38286	Аҫылғужиндар	1	initial_upper
38287	Аһа-һа-һаууу	1	initial_upper
38288	Аһлай	1	initial_upper
38289	Б-беләһегеҙме	1	initial_upper
38290	Б-бик	1	initial_upper
38291	Б-бы-был	1	initial_upper
38292	Б-бынндайын	1	initial_upper
38293	Б-бәлки	1	initial_upper
38294	Б-бөтәһен	1	initial_upper
38295	БƏЙЛƏҮЕС	1	all_upper
38296	Бəлəбəй	1	initial_upper
38297	Бəлки	1	initial_upper
38298	БАБАЛЯН	1	all_upper
38299	БАГСУ-ны	1	initial_upper
38300	БАДТ-ының	1	initial_upper
38301	БАЖАЙКИН	1	all_upper
38302	БАЗ	1	all_upper
38303	БАЗИЛЕВ	1	all_upper
38304	БАКИЧ	1	all_upper
38305	БАЛКАШИН	1	all_upper
38306	БАЛСЫКТАН	1	all_upper
38307	БАМа	1	initial_upper
38308	БАННОВ	1	all_upper
38309	БАРАГ	1	all_upper
38310	БАРДИ	1	all_upper
38311	БАРЗИЛОВИЧ	1	all_upper
38312	БАРИТ	1	all_upper
38313	БАРТОЛОМЕ	1	all_upper
38314	БАРТОЛЬД	1	all_upper
38315	БАССР-ҙ	1	initial_upper
38316	БАССР-ҙыңүҫмерҙәр	1	initial_upper
38317	БАССР-ҙыңӘлшәй	1	initial_upper
38318	БАССР-ҙыңӨфө	1	initial_upper
38319	БАССРэшсе	1	initial_upper
38320	БАССРҙан	1	initial_upper
38321	БАУИ	1	all_upper
38322	БАХИ-ға	1	initial_upper
38323	БАХМЕТЕВ	1	all_upper
38324	БАШАТОМТЕРМИНАЛ	1	all_upper
38325	БАШВОДМЕЛИОРАЦИЯ	1	all_upper
38326	БАШДРАМДА	1	all_upper
38327	БАШЕНЁВ	1	all_upper
38328	БАШЕНИНА	1	all_upper
38329	БАШЗООВЕТСНАБ	1	all_upper
38330	БАШКИРРЫБА	1	all_upper
38331	БАШНЕФТЕГЕОФИЗИКА	1	all_upper
38332	БАШПЛОДОРОДИЕ	1	all_upper
38333	БАШПТИЦЕПРОМ	1	all_upper
38334	БАШРЕМСТРОЙ	1	all_upper
38335	БАШРЕСУРСЫ	1	all_upper
38336	БАШСАНТЕХМОНТАЖ	1	all_upper
38337	БАШСЕЛЬМАШ	1	all_upper
38338	БАШСЕЛЬРЕМСТРОЙ	1	all_upper
38339	БАШСЕЛЬСТРОЙ	1	all_upper
38340	БАШСЕЛЬСТРОЙМАТЕРИАЛЫ	1	all_upper
38341	БАШСЕЛЬЭНЕРГО	1	all_upper
38342	БАШСПИРТ	1	all_upper
38343	БАШСТРОЙ	1	all_upper
38344	БАШСТРОЙДЕТАЛЬ	1	all_upper
38345	БАШСТРОЙКОНСТРУКЦИЯ	1	all_upper
38346	БАШСТРОМ	1	all_upper
38347	БАШТОПСБЫТ	1	all_upper
38348	БАШТРАНССТРОЙ	1	all_upper
38349	БАШУРАЛЭНЕРГОСТРОЙ	1	all_upper
38350	БАШФАРМАЦИЯ	1	all_upper
38351	БАШХЛЕБОПРОДУКТ	1	all_upper
38352	БАШЭЛЕКТРОМОНТАЖ	1	all_upper
38353	БАШлы	1	initial_upper
38354	БАл	1	initial_upper
38355	ББДМИ-ны	1	initial_upper
38356	ББК	1	all_upper
38357	БВставитьАКопироватьШВОДМЕЛИОРАЦИЯ	1	initial_upper
38358	БГК	1	all_upper
38359	БГМУ	1	all_upper
38360	БГППТ	1	all_upper
38361	БГУ	1	all_upper
38362	БДАДТ-ның	1	initial_upper
38363	БДАДТ-тың	1	initial_upper
38364	БДАУ-нан	1	initial_upper
38365	БДАУ-ға	1	initial_upper
38366	БДАУҙа	1	initial_upper
38367	БДБҠ	1	all_upper
38368	БДИ-лағы	1	initial_upper
38369	БДИ-нан	1	initial_upper
38370	БДИ-туризм	1	initial_upper
38371	БДИ-һыҙ	1	initial_upper
38372	БДИХБС	1	all_upper
38373	БДМИла	1	initial_upper
38374	БДМУ-лағы	1	initial_upper
38375	БДМУ-нан	1	initial_upper
38376	БДМУ-ға	1	initial_upper
38377	БДМУның	1	initial_upper
38378	БДПУ-нан	1	initial_upper
38379	БДПУ-ты	1	initial_upper
38380	БДПУ-ғы	1	initial_upper
38381	БДР	1	all_upper
38382	БДСПА-ла	1	initial_upper
38383	БДСПА-ның	1	initial_upper
38384	БДТ	1	all_upper
38385	БДУ-Аудит	1	initial_upper
38386	БДУ-лағы	1	initial_upper
38387	БДУ-нан	1	initial_upper
38388	БДУ-ға	1	initial_upper
38389	БДУла	1	initial_upper
38390	БДХМ-ға	1	initial_upper
38391	БЕБ	1	all_upper
38392	БЕДРЕНКО	1	all_upper
38393	БЕЖКОВИЧ	1	all_upper
38394	БЕЗАК	1	all_upper
38395	БЕЗДЕНЕЖНЫЙ	1	all_upper
38396	БЕЗЦЕННЫЙ	1	all_upper
38397	БЕЛАВТОМАЗ	1	all_upper
38398	БЕЛИТ-КПД	1	all_upper
38399	БЕЛОНОСОВ	1	all_upper
38400	БЕЛемАЛ	1	initial_upper
38401	БЕНБОУ	1	all_upper
38402	БЕНЗПИРЕН	1	all_upper
38403	БЕНТОС	1	all_upper
38404	БЕҘ-РӘСӘЙ	1	all_upper
38405	БЖ	1	all_upper
38406	БИЕР	1	all_upper
38407	БИЗЯРКИНА	1	all_upper
38408	БИКШЫНА	1	all_upper
38409	БИКШӨРӨП	1	all_upper
38410	БИЛДИН	1	all_upper
38411	БИНАТЫ	1	all_upper
38412	БИНДИЧЕНКО	1	all_upper
38413	БИНО-һындағы	1	initial_upper
38414	БИОКОММУНИКАЦИЯ	1	all_upper
38415	БИРО	1	all_upper
38416	БИРСКИЙ	1	all_upper
38417	БИСЯРИН	1	all_upper
38418	БКР	1	all_upper
38419	БЛАГОВЕЩЕНСКХИМСТРОЙ	1	all_upper
38420	БЛАГОЧИННЫЙ	1	all_upper
38421	БЛЕДНЫХ	1	all_upper
38422	БЛИЗНЕЦОВ	1	all_upper
38423	БЛИК	1	all_upper
38424	БЛИК-ГИБ	1	all_upper
38425	БЛОКЖИЛКОМПЛЕКТ	1	all_upper
38426	БЛОКҺАУЗ	1	all_upper
38427	БМД	1	all_upper
38428	БМО-нан	1	initial_upper
38429	БН	1	all_upper
38430	БНД	1	all_upper
38431	БНИИЗиС-тың	1	initial_upper
38432	БНИПТЖиК-ла	1	initial_upper
38433	БНИПТИЖиК-ның	1	initial_upper
38434	БНИПТИЖиК-тың	1	initial_upper
38435	БНК	1	all_upper
38436	БНК-ның	1	initial_upper
38437	БНПС	1	all_upper
38438	БНЦ	1	all_upper
38439	БО	1	all_upper
38440	БОБОРЫКИН	1	all_upper
38441	БОГАТЫХ	1	all_upper
38442	БОГОЛЮБСКИЙ	1	all_upper
38443	БОДИБИЛДИНГ	1	all_upper
38444	БОЛТНЕВ	1	all_upper
38445	БОРОДАЕВСКАЯ	1	all_upper
38446	БОРОДАЕВСКИЙ	1	all_upper
38447	БОРУЛЕНКОВ	1	all_upper
38448	БПК	1	all_upper
38449	БПЛА-нан	1	initial_upper
38450	БПЛА-ны	1	initial_upper
38451	БПЛА-һы	1	initial_upper
38452	БПМ	1	all_upper
38453	БПО	1	all_upper
38454	БР-ҙ	1	initial_upper
38455	БР-ҙағыһын	1	initial_upper
38456	БР-ҙын	1	initial_upper
38457	БР-ҙыц	1	initial_upper
38458	БР-ҙыңҒафури	1	initial_upper
38459	БР-ҙыңһәм	1	initial_upper
38460	БР-һы	1	initial_upper
38461	БРАДИС	1	all_upper
38462	БРГИ-ның	1	initial_upper
38463	БРДәүләт	1	initial_upper
38464	БРЕШКО-БРЕШКОВСКАЯ	1	all_upper
38465	БРИГАДАһЫ	1	initial_upper
38466	БРИКС-ка	1	initial_upper
38467	БРИКС-Өфө	1	initial_upper
38468	БРИКс	1	initial_upper
38469	БРИОЛОГИЯ	1	all_upper
38470	БРИЦКЕ	1	all_upper
38471	БРСБС	1	all_upper
38472	БРУКК	1	all_upper
38473	БРУСЯНИН	1	all_upper
38474	БРУЦЕЛЛЁЗ	1	all_upper
38475	БРХ	1	all_upper
38476	БРЮГЕМАН	1	all_upper
38477	БСТ-ның	1	initial_upper
38478	БТВ	1	all_upper
38479	БТЗ-НефАЗ	1	initial_upper
38480	БТИ-ға	1	initial_upper
38481	БУГАЙ	1	all_upper
38482	БУГАНИН	1	all_upper
38483	БУГЕРА	1	all_upper
38484	БУДРЫСТЫҢ	1	all_upper
38485	БУЗАЕВ	1	all_upper
38486	БУМ-ы	1	initial_upper
38487	БУРЗЯНЦЕВ	1	all_upper
38488	БУРИНТЕХ	1	all_upper
38489	БУРКСЕР	1	all_upper
38490	БУРЛЮК	1	all_upper
38491	БУССОВТЫҢ	1	all_upper
38492	БУТИЛКАУЧУК	1	all_upper
38493	БУТЭК	1	all_upper
38494	БУШМЕЛЁВ	1	all_upper
38495	БФ-ында	1	initial_upper
38496	БФАН	1	all_upper
38497	БФАН-К	1	all_upper
38498	БФҮ-неңөлкән	1	initial_upper
38499	БХК	1	all_upper
38500	БЦ	1	all_upper
38501	БЦВМ	1	all_upper
38502	БЦҠК	1	all_upper
38503	БЫЗИНА	1	all_upper
38504	БЫКИН	1	all_upper
38505	БЫЛИНА	1	all_upper
38506	БЭНЕРДЖИ	1	all_upper
38507	БЭТО-Хуавэй	1	initial_upper
38508	БЮФФОН	1	all_upper
38509	БаНаП	1	initial_upper
38510	БаТйымбәтов	1	initial_upper
38511	Баатыр	1	initial_upper
38512	Баашҡортостандың	1	initial_upper
38513	Баба-яга	1	initial_upper
38514	Бабарисов	1	initial_upper
38515	Бабачев	1	initial_upper
38516	Бабеш	1	initial_upper
38517	Бабинцева	1	initial_upper
38518	Бабис	1	initial_upper
38519	Бабицын	1	initial_upper
38520	Бабичка	1	initial_upper
38521	Бабка	1	initial_upper
38522	Бабкен	1	initial_upper
38523	Бабник	1	initial_upper
38524	Баболна	1	initial_upper
38525	Бабоченко	1	initial_upper
38526	Бабошкин	1	initial_upper
38527	Бабошкина	1	initial_upper
38528	Бабсаҡтүбә	1	initial_upper
38529	Бабурнамә	1	initial_upper
38530	Бабуськ	1	initial_upper
38531	Бабушка	1	initial_upper
38532	Бабчинға	1	initial_upper
38533	Бабюк	1	initial_upper
38534	Баваддиноваға	1	initial_upper
38535	Баварский	1	initial_upper
38536	Баверсан	1	initial_upper
38537	Бавлов	1	initial_upper
38538	Бавуга	1	initial_upper
38539	Баг	1	initial_upper
38540	Бага-ряцк	1	initial_upper
38541	Багаби	1	initial_upper
38542	Баганово	1	initial_upper
38543	Багапш	1	initial_upper
38544	Багапшты	1	initial_upper
38545	Багапшҡа	1	initial_upper
38546	Багарицкий	1	initial_upper
38547	Багговут	1	initial_upper
38548	Багдалов	1	initial_upper
38549	Багдановичтың	1	initial_upper
38550	Багдат	1	initial_upper
38551	Багинет	1	initial_upper
38552	Багиранан	1	initial_upper
38553	Багираныҡы	1	initial_upper
38554	Багираҡайым	1	initial_upper
38555	Багратидтар	1	initial_upper
38556	Багретдинова	1	initial_upper
38557	Багриновский	1	initial_upper
38558	Багрипш	1	initial_upper
38559	Багряная	1	initial_upper
38560	Багрянкалар	1	initial_upper
38561	Багрянкаларҙың	1	initial_upper
38562	Багрянки	1	initial_upper
38563	Бад-Кроцинген	1	initial_upper
38564	Бад-Урах	1	initial_upper
38565	Бад-Фрайенвальде	1	initial_upper
38566	Бадальоның	1	initial_upper
38567	Бадальоға	1	initial_upper
38568	Бадахшанова	1	initial_upper
38569	Бадельта	1	initial_upper
38570	Баджгирд	1	initial_upper
38571	Бадишаи	1	initial_upper
38572	Бадмаев	1	initial_upper
38573	Бадрановтан	1	initial_upper
38574	Бадыков	1	initial_upper
38575	Бадыҡовтың	1	initial_upper
38576	Бадыҡшанов	1	initial_upper
38577	Бадғутдинова	1	initial_upper
38578	Бажайкин	1	initial_upper
38579	Бажановка	1	initial_upper
38580	Баженово	1	initial_upper
38581	Базар	1	initial_upper
38582	Базаргалей	1	initial_upper
38583	Базаркенов	1	initial_upper
38584	Базаррагаа	1	initial_upper
38585	Базекина	1	initial_upper
38586	Бази	1	initial_upper
38587	БазиС	1	initial_upper
38588	Базидиялар	1	initial_upper
38589	Базидияһы	1	initial_upper
38590	Базилев	1	initial_upper
38591	Базилевкала	1	initial_upper
38592	Базилевкаға	1	initial_upper
38593	Базилеевка	1	initial_upper
38594	Базилиоға	1	initial_upper
38595	Базинер	1	initial_upper
38596	Базоркин	1	initial_upper
38597	Базуран	1	initial_upper
38598	Баиашковаларга	1	initial_upper
38599	Баин-Цокто	1	initial_upper
38600	Баишевский	1	initial_upper
38601	Баишевском	1	initial_upper
38602	Бай-й	1	initial_upper
38603	БайГаф	1	initial_upper
38604	Байбулатхәсән	1	initial_upper
38605	Байгеево	1	initial_upper
38606	Байгилдиндың	1	initial_upper
38607	Байгозин	1	initial_upper
38608	Байгозиндың	1	initial_upper
38609	Байгуш	1	initial_upper
38610	Байдаковский	1	initial_upper
38611	Байдан	1	initial_upper
38612	Байданға	1	initial_upper
38613	Байдер	1	initial_upper
38614	Байджиев	1	initial_upper
38615	Байегеткә	1	initial_upper
38616	Байегетоваға	1	initial_upper
38617	Байегетовҡа	1	initial_upper
38618	Байембәтов	1	initial_upper
38619	Байиса	1	initial_upper
38620	Байк-парк	1	initial_upper
38621	Байканур	1	initial_upper
38622	Байкарин	1	initial_upper
38623	Байкиева	1	initial_upper
38624	Байконкурға	1	initial_upper
38625	Байкөсөк	1	initial_upper
38626	Байла	1	initial_upper
38627	Байльшмидт	1	initial_upper
38628	Байлярской	1	initial_upper
38629	Байләүләтов	1	initial_upper
38630	Баймакгазспецстрой	1	initial_upper
38631	Баймакская	1	initial_upper
38632	Байматҡа	1	initial_upper
38633	Баймашевтың	1	initial_upper
38634	Баймаҡ-ТВ	1	initial_upper
38635	Баймырҙиндың	1	initial_upper
38636	Баймыҡ	1	initial_upper
38637	Баймөхөмәтов	1	initial_upper
38638	БайназарҠыпсаҡ	1	initial_upper
38639	Байнак	1	initial_upper
38640	Байра-а-с	1	initial_upper
38641	Байрамның	1	initial_upper
38642	Байрамсалыҡ	1	initial_upper
38643	Байраҫ	1	initial_upper
38644	Байраҫтың	1	initial_upper
38645	Байробан	1	initial_upper
38646	Байрох	1	initial_upper
38647	Байруштың	1	initial_upper
38648	Байрышев	1	initial_upper
38649	Байсарину	1	initial_upper
38650	Байсауыл	1	initial_upper
38651	Байсаҡ	1	initial_upper
38652	Байсуриндар	1	initial_upper
38653	Байсуринға	1	initial_upper
38654	Байсыуаҡов	1	initial_upper
38655	Байтемировҡа	1	initial_upper
38656	Байтимерович	1	initial_upper
38657	Байторсон	1	initial_upper
38658	Байтутан	1	initial_upper
38659	Байтыҡ	1	initial_upper
38660	Байтүрин	1	initial_upper
38661	Байтүрина	1	initial_upper
38662	Байуҡ	1	initial_upper
38663	Байфлиттан	1	initial_upper
38664	Байчиков	1	initial_upper
38665	Байчхаева	1	initial_upper
38666	Байытов	1	initial_upper
